NGÀY GIỜ,NGÀY,THÁNG,Ma VC,NHÀ VẬN CHUYỂN,TRÙNG?,MÃ VẬN ĐƠN,"1 XONG
2 HOÀN
3 KHIẾU NẠI",GỬI?,XEM VĐ,NGÀY 10/9 ĐƠN: 123 NGÀY 9/9 ĐƠN: 109 NGÀY 8/9 ĐƠN: 55,GHI CHÚ,QUA KHO TQ,,IN SPX
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN039324951318,0,ĐÃ GỬI,SPX 1318,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN033469496978,0,ĐÃ GỬI,SPX 6978,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN038726501028,0,ĐÃ GỬI,SPX 1028,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN030459633988,0,ĐÃ GỬI,SPX 3988,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN034887373238,0,ĐÃ GỬI,SPX 3238,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN037436944178,0,ĐÃ GỬI,SPX 4178,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN035191635868,0,ĐÃ GỬI,SPX 5868,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN030664102838,0,ĐÃ GỬI,SPX 2838,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN034959104218,0,ĐÃ GỬI,SPX 4218,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN032876425458,0,ĐÃ GỬI,SPX 5458,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN030611777288,0,ĐÃ GỬI,SPX 7288,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN035696071188,0,ĐÃ GỬI,SPX 1188,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN033307593498,0,ĐÃ GỬI,SPX 3498,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN030005314438,0,ĐÃ GỬI,SPX 4438,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN034584113148,0,ĐÃ GỬI,SPX 3148,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN036209195058,0,ĐÃ GỬI,SPX 5058,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN038288110008,0,ĐÃ GỬI,SPX 0008,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN033988051838,0,ĐÃ GỬI,SPX 1838,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN037878922498,0,ĐÃ GỬI,SPX 2498,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN033957299868,0,ĐÃ GỬI,SPX 9868,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN034714421318,0,ĐÃ GỬI,SPX 1318,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN039315591788,0,ĐÃ GỬI,SPX 1788,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN038163562358,0,ĐÃ GỬI,SPX 2358,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN034758469418,0,ĐÃ GỬI,SPX 9418,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN037246111138,0,ĐÃ GỬI,SPX 1138,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN038990088488,0,ĐÃ GỬI,SPX 8488,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN039954960748,0,ĐÃ GỬI,SPX 0748,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN038952597168,0,ĐÃ GỬI,SPX 7168,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN030536879528,0,ĐÃ GỬI,SPX 9528,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN034198178828,0,ĐÃ GỬI,SPX 8828,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN038829483528,0,ĐÃ GỬI,SPX 3528,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN039533311108,0,ĐÃ GỬI,SPX 1108,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN033425480018,0,ĐÃ GỬI,SPX 0018,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WCDV,0,ĐÃ GỬI,GHN WCDV,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WCDC,0,ĐÃ GỬI,GHN WCDC,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WCDN,0,ĐÃ GỬI,GHN WCDN,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WCDD,0,ĐÃ GỬI,GHN WCDD,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WCD9,0,ĐÃ GỬI,GHN WCD9,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WCD6,0,ĐÃ GỬI,GHN WCD6,,,,,
30/08 13:00,30,8,7,VIETTEL,OK,SHOPEEVTP101731874,0,ĐÃ GỬI,VIETTEL 1874,,,,,
30/08 13:00,30,8,7,VIETTEL,OK,SHOPEEVTP101732222,0,ĐÃ GỬI,VIETTEL 2222,,,,,
30/08 13:00,30,8,2,JT EXPRESS,OK,812200048671,0,ĐÃ GỬI,JT 8671,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WV9T,0,ĐÃ GỬI,GHN WV9T,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WV9K,0,ĐÃ GỬI,GHN WV9K,,,,,
30/08 13:00,30,8,3,GIAO HÀNG NHANH,OK,G8F6WV94,0,ĐÃ GỬI,GHN WV94,,,,,
30/08 13:00,30,8,6,SHOPEE EXPRESS,OK,SPXVN032915343008,0,ĐÃ GỬI,SPX 3008,,,,,
30/08 13:05,30,8,2,JT EXPRESS,OK,JNTMP0018805352VNA,0,ĐÃ GỬI,JT 2VNA,,,,,
30/08 15:13,30,8,3,GIAO HÀNG NHANH,OK,G8F6T9F9,0,ĐÃ GỬI,GHN T9F9,NGÀY 30-8 ĐƠN: 63,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN030039712148,0,ĐÃ GỬI,SPX 2148,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN032500705888,0,ĐÃ GỬI,SPX 5888,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN030714312788,0,ĐÃ GỬI,SPX 2788,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN038715583068,0,ĐÃ GỬI,SPX 3068,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN031593169728,0,ĐÃ GỬI,SPX 9728,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN035172315418,0,ĐÃ GỬI,SPX 5418,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN035495169558,0,ĐÃ GỬI,SPX 9558,,,,,
31/08 8:34,31,8,3,GIAO HÀNG NHANH,OK,G8FN696F,0,ĐÃ GỬI,GHN 696F,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN031099447788,0,ĐÃ GỬI,SPX 7788,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN033698568798,0,ĐÃ GỬI,SPX 8798,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN038213374848,0,ĐÃ GỬI,SPX 4848,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN032500270308,0,ĐÃ GỬI,SPX 0308,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN033523478038,0,ĐÃ GỬI,SPX 8038,,,,,
31/08 8:34,31,8,6,SHOPEE EXPRESS,OK,SPXVN033037091378,0,ĐÃ GỬI,SPX 1378,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN034395989218,0,ĐÃ GỬI,SPX 9218,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN032827127548,0,ĐÃ GỬI,SPX 7548,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN037358581868,0,ĐÃ GỬI,SPX 1868,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN033888264598,0,ĐÃ GỬI,SPX 4598,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN033637505868,0,ĐÃ GỬI,SPX 5868,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN035685560818,0,ĐÃ GỬI,SPX 0818,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN036241573208,0,ĐÃ GỬI,SPX 3208,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN030361308158,0,ĐÃ GỬI,SPX 8158,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN031098295658,0,ĐÃ GỬI,SPX 5658,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN037318170378,0,ĐÃ GỬI,SPX 0378,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN037332999308,0,ĐÃ GỬI,SPX 9308,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN035979646198,0,ĐÃ GỬI,SPX 6198,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN031469448858,0,ĐÃ GỬI,SPX 8858,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN037744397898,0,ĐÃ GỬI,SPX 7898,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN039211346258,0,ĐÃ GỬI,SPX 6258,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN037352905868,0,ĐÃ GỬI,SPX 5868,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN032643427338,0,ĐÃ GỬI,SPX 7338,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN034135704368,0,ĐÃ GỬI,SPX 4368,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN038885913388,0,ĐÃ GỬI,SPX 3388,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN032288956728,0,ĐÃ GỬI,SPX 6728,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN030225060118,0,ĐÃ GỬI,SPX 0118,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN035544044398,0,ĐÃ GỬI,SPX 4398,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN030990770878,0,ĐÃ GỬI,SPX 0878,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN031076211548,0,ĐÃ GỬI,SPX 1548,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN032187724198,0,ĐÃ GỬI,SPX 4198,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN038529482278,0,ĐÃ GỬI,SPX 2278,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN030335263608,0,ĐÃ GỬI,SPX 3608,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN034347186268,0,ĐÃ GỬI,SPX 6268,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN033284705708,0,ĐÃ GỬI,SPX 5708,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN032250530528,0,ĐÃ GỬI,SPX 0528,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN033085731048,0,ĐÃ GỬI,SPX 1048,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN037826041478,0,ĐÃ GỬI,SPX 1478,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN034033589868,0,ĐÃ GỬI,SPX 9868,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN032086120778,0,ĐÃ GỬI,SPX 0778,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN035704293368,0,ĐÃ GỬI,SPX 3368,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN034570312068,0,ĐÃ GỬI,SPX 2068,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN036882476398,0,ĐÃ GỬI,SPX 6398,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN038042012718,0,ĐÃ GỬI,SPX 2718,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN039927183338,0,ĐÃ GỬI,SPX 3338,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN038075498948,0,ĐÃ GỬI,SPX 8948,,,,,
31/08 8:35,31,8,6,SHOPEE EXPRESS,OK,SPXVN030608039978,0,ĐÃ GỬI,SPX 9978,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN035331337778,0,ĐÃ GỬI,SPX 7778,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN030690755948,0,ĐÃ GỬI,SPX 5948,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN038758014148,0,ĐÃ GỬI,SPX 4148,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN034310512788,0,ĐÃ GỬI,SPX 2788,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN033002622158,0,ĐÃ GỬI,SPX 2158,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN037340983148,0,ĐÃ GỬI,SPX 3148,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN035218703398,0,ĐÃ GỬI,SPX 3398,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN039052349548,0,ĐÃ GỬI,SPX 9548,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN036444068558,0,ĐÃ GỬI,SPX 8558,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN032914106058,0,ĐÃ GỬI,SPX 6058,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN036880704028,0,ĐÃ GỬI,SPX 4028,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN031065900068,0,ĐÃ GỬI,SPX 0068,,,,,
31/08 8:36,31,8,6,SHOPEE EXPRESS,OK,SPXVN033043299478,0,ĐÃ GỬI,SPX 9478,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYWD,0,ĐÃ GỬI,GHN NYWD,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYWP,0,ĐÃ GỬI,GHN NYWP,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYWK,0,ĐÃ GỬI,GHN NYWK,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYWH,0,ĐÃ GỬI,GHN NYWH,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYWW,0,ĐÃ GỬI,GHN NYWW,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYW4,0,ĐÃ GỬI,GHN NYW4,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYW8,0,ĐÃ GỬI,GHN NYW8,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYWA,0,ĐÃ GỬI,GHN NYWA,,,,,
31/08 8:36,31,8,3,GIAO HÀNG NHANH,OK,G8FNNYWB,2,HOÀN,GHN NYWB,,,,,
31/08 8:36,31,8,2,JT EXPRESS,OK,811100331024,0,ĐÃ GỬI,JT 1024,,,,,
31/08 8:36,31,8,1,VNPOST,OK,EL548160566VN,0,ĐÃ GỬI,VNP 66VN,,,,,
31/08 8:36,31,8,7,VIETTEL,OK,SHOPEEVTP101734545,0,ĐÃ GỬI,VIETTEL 4545,,,,,
31/08 12:32,31,8,3,GIAO HÀNG NHANH,OK,G8FNBXAX,0,ĐÃ GỬI,GHN BXAX,,,,,
31/08 12:32,31,8,3,GIAO HÀNG NHANH,OK,G8FN34P7,0,ĐÃ GỬI,GHN 34P7,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614358695VN,0,ĐÃ GỬI,VNP 95VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614359523VN,0,ĐÃ GỬI,VNP 23VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614360359VN,0,ĐÃ GỬI,VNP 59VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614360787VN,0,ĐÃ GỬI,VNP 87VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614361368VN,0,ĐÃ GỬI,VNP 68VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614361915VN,0,ĐÃ GỬI,VNP 15VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614442203VN,0,ĐÃ GỬI,VNP 03VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614442937VN,0,ĐÃ GỬI,VNP 37VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614443345VN,0,ĐÃ GỬI,VNP 45VN,,,,,
31/08 12:32,31,8,1,VNPOST,OK,CF614443915VN,0,ĐÃ GỬI,VNP 15VN,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN035396024348,0,ĐÃ GỬI,SPX 4348,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN039252520678,0,ĐÃ GỬI,SPX 0678,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN034144566638,0,ĐÃ GỬI,SPX 6638,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN039783291678,0,ĐÃ GỬI,SPX 1678,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN039508452958,0,ĐÃ GỬI,SPX 2958,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN039526669888,0,ĐÃ GỬI,SPX 9888,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN033856406358,0,ĐÃ GỬI,SPX 6358,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN038154107868,0,ĐÃ GỬI,SPX 7868,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN031133038338,0,ĐÃ GỬI,SPX 8338,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN031444452908,0,ĐÃ GỬI,SPX 2908,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN032694605128,0,ĐÃ GỬI,SPX 5128,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN037300954558,0,ĐÃ GỬI,SPX 4558,,,,,
31/08 12:32,31,8,6,SHOPEE EXPRESS,OK,SPXVN036442301648,0,ĐÃ GỬI,SPX 1648,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN033899040578,0,ĐÃ GỬI,SPX 0578,,,,,
31/08 14:28,31,8,2,JT EXPRESS,OK,812200304514,0,ĐÃ GỬI,JT 4514,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN036976252568,0,ĐÃ GỬI,SPX 2568,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN032671000638,0,ĐÃ GỬI,SPX 0638,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN039278917968,0,ĐÃ GỬI,SPX 7968,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN038025583548,0,ĐÃ GỬI,SPX 3548,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN038118098998,0,ĐÃ GỬI,SPX 8998,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN032092230458,0,ĐÃ GỬI,SPX 0458,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN037641429018,0,ĐÃ GỬI,SPX 9018,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN035292238078,0,ĐÃ GỬI,SPX 8078,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN035400727478,0,ĐÃ GỬI,SPX 7478,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN037833647598,0,ĐÃ GỬI,SPX 7598,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN035119459018,0,ĐÃ GỬI,SPX 9018,,,,,
31/08 14:28,31,8,6,SHOPEE EXPRESS,OK,SPXVN031163086388,0,ĐÃ GỬI,SPX 6388,,,,,
31/08 15:19,31,8,3,GIAO HÀNG NHANH,OK,G8FNMYNA,0,ĐÃ GỬI,GHN MYNA,NGÀY 31-8 ĐƠN: 120,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614298149VN,0,ĐÃ GỬI,VNP 49VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614378451VN,0,ĐÃ GỬI,VNP 51VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614446267VN,0,ĐÃ GỬI,VNP 67VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614446528VN,0,ĐÃ GỬI,VNP 28VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614446735VN,0,ĐÃ GỬI,VNP 35VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614447024VN,0,ĐÃ GỬI,VNP 24VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614447231VN,0,ĐÃ GỬI,VNP 31VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614447483VN,0,ĐÃ GỬI,VNP 83VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614447700VN,0,ĐÃ GỬI,VNP 00VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614448055VN,0,ĐÃ GỬI,VNP 55VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614448268VN,0,ĐÃ GỬI,VNP 68VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614448736VN,0,ĐÃ GỬI,VNP 36VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614449263VN,0,ĐÃ GỬI,VNP 63VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614450536VN,0,ĐÃ GỬI,VNP 36VN,,,,,
01/09 8:59,1,9,1,VNPOST,OK,CF614451885VN,0,ĐÃ GỬI,VNP 85VN,,,,,
01/09 10:58,1,9,3,GIAO HÀNG NHANH,OK,G8FD3EUK,0,ĐÃ GỬI,GHN 3EUK,,,,,
01/09 10:58,1,9,3,GIAO HÀNG NHANH,OK,G8FD4HKY,0,ĐÃ GỬI,GHN 4HKY,,,,,
01/09 13:40,1,9,3,GIAO HÀNG NHANH,OK,G8FDHTTG,0,ĐÃ GỬI,GHN HTTG,,,,,
01/09 13:41,1,9,3,GIAO HÀNG NHANH,OK,G8FDWBGP,0,ĐÃ GỬI,GHN WBGP,NGÀY 1-9 ĐƠN: 19,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FPBXDN,0,ĐÃ GỬI,GHN BXDN,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FPWPXM,0,ĐÃ GỬI,GHN WPXM,,,,,
03/09 12:11,3,9,6,SHOPEE EXPRESS,OK,SPXVN038458770419,0,ĐÃ GỬI,SPX 0419,,,,,
03/09 12:11,3,9,6,SHOPEE EXPRESS,OK,SPXVN034990189719,0,ĐÃ GỬI,SPX 9719,,,,,
03/09 12:11,3,9,6,SHOPEE EXPRESS,OK,SPXVN037778608029,0,ĐÃ GỬI,SPX 8029,,,,,
03/09 12:11,3,9,2,JT EXPRESS,OK,812200011120,0,ĐÃ GỬI,JT 1120,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFP,0,ĐÃ GỬI,GHN 7UFP,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFF,0,ĐÃ GỬI,GHN 7UFF,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFV,0,ĐÃ GỬI,GHN 7UFV,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UF9,0,ĐÃ GỬI,GHN 7UF9,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFL,0,ĐÃ GỬI,GHN 7UFL,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFU,0,ĐÃ GỬI,GHN 7UFU,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFC,0,ĐÃ GỬI,GHN 7UFC,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFQ,0,ĐÃ GỬI,GHN 7UFQ,,,,,
03/09 12:11,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFN,0,ĐÃ GỬI,GHN 7UFN,,,,,
03/09 12:12,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UFG,0,ĐÃ GỬI,GHN 7UFG,,,,,
03/09 12:12,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UF6,0,ĐÃ GỬI,GHN 7UF6,,,,,
03/09 12:12,3,9,3,GIAO HÀNG NHANH,OK,G8FB7UF7,0,ĐÃ GỬI,GHN 7UF7,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN039543865159,0,ĐÃ GỬI,SPX 5159,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN034868293179,0,ĐÃ GỬI,SPX 3179,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN031322174039,0,ĐÃ GỬI,SPX 4039,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN036125083889,0,ĐÃ GỬI,SPX 3889,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN031129211039,0,ĐÃ GỬI,SPX 1039,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN033386722729,0,ĐÃ GỬI,SPX 2729,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN037037396639,0,ĐÃ GỬI,SPX 6639,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN039442219979,0,ĐÃ GỬI,SPX 9979,,,,,
03/09 12:12,3,9,6,SHOPEE EXPRESS,OK,SPXVN037108147349,0,ĐÃ GỬI,SPX 7349,,,,,
